transaction_id,company_name,department,transaction_date,amount
T002947,神戸物産,営業部,2025-12-15,5822474
T003127,株式会社 ABC商事  ,営業部,2026-01-25,4961404
T003543,中部不動産 ,営業部,2026-02-18,472229
T000334,京都製造 (食品),営業部,2025-02-27,1766952
T000746,中部不動産株式会社,営業部,2025-03-06,368689
T003322,中部不動産(株),サポート部,2026-01-16,711990
T000429,九州自動車工業(株)  ,営業部,2025-02-26,613715
T001136,大阪電子工業,営業部,2025-05-22,1940489
T003599,株式会社ABC商事,営業部,2026-03-02,5211996
T002267,XYZコーポレーション 営業部,営業部,2025-10-13,4065084
T001050,東北機械工業(株),サポート部,2025-04-13,135709
T000106,株式会社 神戸物産,サポート部,2025-01-06,1803381
T003073,(株)近畿システムズ 高橋課長,サポート部,2025-12-09,118374
T002716,,サポート部,2025-11-15,840576
T003736,大阪鉄鋼,営業部,2026-03-30,870565
T001596,ABC商事株式会社,営業部,2025-07-26,1601804
T003839,四国電機 ,経理部,2026-03-03,96799
T003276,阪神運輸(株),営業部,2026-01-19,440644
T000085,京都製造 (物流),経理部,2025-01-01,1352101
T001785,(不明),営業部,2025-08-07,2821358
T003776,(株)阪神運輸,サポート部,2026-03-01,325410
T000268,エービーシー商事,営業部,2025-02-21,3118817
T002436,N/A,サポート部,2025-10-13,441246
T002355,(株)神戸物産	,営業部,2025-10-10,5671201
T002838,XYZコーポレーション,サポート部,2025-12-10,1409310
T000967,株式会社 兵庫食品工業 高橋課長,経理部,2025-04-20,378190
T002935,神戸物産  ,経理部,2025-12-05,5720162
T000658,西日本電気株式会社,サポート部,2025-03-05,824728
T002848,XYZコーポレーション 渡辺さん,営業部,2025-12-11,2091598
T002678,日本化学工業,営業部,2025-11-27,697208
T002976,大阪鉄鋼 ,営業部,2025-12-11,509622
T003492,大阪鉄鋼株式会社 渡辺さん,経理部,2026-02-27,245991
T000419,株式会社 兵庫食品工業,サポート部,2025-02-19,511070
T002038,京都製造 山田部長,営業部,2025-09-07,3377876
T002185,株式会社 中部不動産,サポート部,2025-09-11,735780
T002079,神戸物産株式会社,サポート部,2025-09-28,4689611
T000594,京都製造株式会社,サポート部,2025-03-15,1643018
T002705,兵庫食品工業 ,経理部,2025-11-15,734419
T001637,株式会社 大阪電子工業,サポート部,2025-07-15,951191
T003730,関西エネルギー ,サポート部,2026-03-17,806847
T000870,京都製造 ,サポート部,2025-04-09,1626296
T001768,(株)四国電機,経理部,2025-07-08,77292
T000445,東京メディカル株式会社 高橋課長,営業部,2025-02-18,343045
T001124,大阪電子工業,サポート部,2025-05-17,4216392
T003337,山陽建設 (継続),サポート部,2026-01-20,134176
T000683,阪神運輸 (物流),経理部,2025-03-19,897507
T000412,阪神運輸  ,経理部,2025-02-06,258017
T001141,京都製造(株),営業部,2025-05-24,3774860
T001071,ABC商事(株),サポート部,2025-05-20,3161615
T001456,大阪鉄鋼株式会社,サポート部,2025-06-23,726735
T003219,,営業部,2026-01-01,6002894
T002763,中部不動産株式会社 経理部,経理部,2025-11-12,639523
T000282,XYZコーポレーション,サポート部,2025-02-15,1808720
T001906,阪神運輸株式会社,経理部,2025-08-27,467738
T002360,関西エネルギー株式会社,経理部,2025-10-29,930478
T003108,新潟食品 ,営業部,2025-12-27,100720
T000564,大阪電子工業 (4月から),経理部,2025-03-10,1848928
T000140,日本化学工業株式会社,経理部,2025-01-26,359493
T002452,株式会社 北海道乳業 (医療),サポート部,2025-10-10,839131
T003820,中部不動産(株),サポート部,2026-03-30,805372
T000603,京都製造株式会社,サポート部,2025-03-11,1742402
T000818,XYZコーポレーション,経理部,2025-04-25,2999014
T003607,(株)ABC商事  ,サポート部,2026-03-30,6157594
T003591,(株)ABC商事,営業部,2026-03-09,1798915
T000891,神戸物産(株) 高橋課長,営業部,2025-04-01,3564778
T002539,XYZコーポレーション,サポート部,2025-11-25,2358180
T003662,京都製造(株),営業部,2026-03-17,2585314
T000857,(不明),サポート部,2025-04-10,3369541
T001936,(不明),経理部,2025-08-06,388443
T002561,N/A,経理部,2025-11-28,4075540
T000128,西日本電気 高橋課長,経理部,2025-01-27,201206
T002504,（株）新潟食品,サポート部,2025-10-31,150826
T002333,(株)京都製造  ,営業部,2025-10-13,2933149
T002239,株式会社 ABC商事,サポート部,2025-10-17,4266193
T000337,株式会社 京都製造	,営業部,2025-02-08,3695448
T000415,阪神運輸株式会社,営業部,2025-02-18,219267
T001522,株式会社 東京メディカル 総務部,サポート部,2025-06-02,589523
T003657,（株）京都製造,営業部,2026-03-13,7441754
T000616,株式会社 神戸物産,営業部,2025-03-26,2685490
T001251,九州自動車工業 ,営業部,2025-05-17,544136
T002350,神戸物産株式会社 山田部長,経理部,2025-10-08,3853486
T003144,(株)ABC商事,営業部,2026-01-11,4008407
T002601,京都製造株式会社,サポート部,2025-11-23,2667354
T001204,株式会社 大阪鉄鋼 (4月から),サポート部,2025-05-29,664620
T001803,XYZコーポレーション,サポート部,2025-08-29,2362276
T003143,エービーシー商事,営業部,2026-01-18,3636280
T003547,中部不動産株式会社,サポート部,2026-02-23,747644
T003637,大阪電子工業株式会社 営業部,営業部,2026-03-13,5287709
T001247,兵庫食品工業(株),サポート部,2025-05-03,333730
T003222,神戸物産 ,サポート部,2026-01-19,1772993
T002127,阪神運輸 ,サポート部,2025-09-29,632136
T001464,株式会社 大阪鉄鋼,サポート部,2025-06-11,578083
T001078,株式会社ABC商事,営業部,2025-05-15,3035841
T003563,瀬戸内テクノロジー株式会社  ,営業部,2026-02-21,69216
T002672,日本化学工業 佐藤様,経理部,2025-11-05,463435
T001462,大阪鉄鋼,経理部,2025-06-07,499176
T002999,日本化学工業 ,経理部,2025-12-25,664820
T000536,XYZコーポレーション,営業部,2025-03-23,2202151
T003034,北海道乳業(株),経理部,2025-12-15,291680
T001044,瀬戸内テクノロジー   ,営業部,2025-04-22,72283
T000778,ABC商事 ,経理部,2025-04-24,1145386
T001286,近畿システムズ ,サポート部,2025-05-28,154203
T003401,XYZコーポレーション,営業部,2026-02-16,2044232
T001258,九州自動車工業株式会社,サポート部,2025-05-07,698833
T001912,(株)兵庫食品工業,経理部,2025-08-29,197531
T001357,XYZコーポレーション,営業部,2025-06-05,1830558
T003131,株式会社ABC商事,営業部,2026-01-04,6548152
T002314,京都製造 ,サポート部,2025-10-16,2162044
T001352,XYZコーポレーション,サポート部,2025-06-09,3901773
T003237,関西エネルギー株式会社 (継続),営業部,2026-01-01,377167
T003740,(株)大阪鉄鋼,経理部,2026-03-23,744787
T003254,(株)大阪鉄鋼,サポート部,2026-01-03,257626
T001069,(株)ABC商事,サポート部,2025-05-16,2791411
T003028,九州自動車工業 ,経理部,2025-12-19,937410
T002898,京都製造株式会社,経理部,2025-12-11,6570319
T001988,XYZコーポレーション,営業部,2025-09-08,3941104
T003785,兵庫食品工業株式会社,経理部,2026-03-27,561109
T000953,阪神運輸株式会社 (医療),サポート部,2025-04-14,450875
T000181,九州自動車工業株式会社,経理部,2025-01-20,774993
T001279,未設定,営業部,2025-05-14,585364
T001390,京都製造(株),サポート部,2025-06-14,3843313
T000256,新潟食品 ,サポート部,2025-01-05,67624
T001942,東海運輸 ,営業部,2025-08-25,85905
T001168,神戸物産株式会社,営業部,2025-05-23,1211485
T000295,XYZコーポレーション (医療),サポート部,2025-02-01,2564864
T001132,大阪電子工業(株),経理部,2025-05-05,1505841
T002432,(株)九州自動車工業,経理部,2025-10-10,627177
T002654,西日本電気(株),経理部,2025-11-03,881632
T000795,ABC商事 ,経理部,2025-04-21,1101530
T001115,XYZコーポレーション 総務部,サポート部,2025-05-06,3112866
T003008,阪神運輸株式会社	,経理部,2025-12-18,755573
T000039,XYZコーポレーション,経理部,2025-01-07,3809034
T002967,大阪鉄鋼 ,経理部,2025-12-27,781603
T002970,大阪鉄鋼 渡辺さん,経理部,2025-12-09,546578
T002750,東京メディカル 購買部,サポート部,2025-11-18,1020892
T003177,株式会社 大阪電子工業,サポート部,2026-01-11,5202108
T002442,株式会社 九州自動車工業  ,営業部,2025-10-10,537863
T000540,XYZコーポレーション,営業部,2025-03-28,2314095
T000756,四国電機,サポート部,2025-03-16,108756
T003726,株式会社 関西エネルギー,営業部,2026-03-09,362709
T000380,(株)大阪鉄鋼,営業部,2025-02-16,317720
T002964,大阪鉄鋼 (物流),営業部,2025-12-13,1018098
T001704,日本化学工業株式会社 鈴木様,経理部,2025-07-02,194059
T000264,ABC商事(株)  ,サポート部,2025-02-08,3883557
T002390,西日本電気株式会社,経理部,2025-10-28,312767
T003545,中部不動産株式会社  ,営業部,2026-02-08,585042
T003066,中部不動産,営業部,2025-12-07,575129
T003796,九州自動車工業株式会社 購買部,営業部,2026-03-20,788807
T001708,阪神運輸,営業部,2025-07-10,410461
T003622,XYZコーポレーション,経理部,2026-03-02,3387884
T003068,中部不動産,サポート部,2025-12-08,312246
T000826,XYZコーポレーション,経理部,2025-04-02,1796290
T000207,東京メディカル (新規),サポート部,2025-01-12,354864
T001881,大阪鉄鋼株式会社  ,経理部,2025-08-21,201743
T002113,日本化学工業  ,営業部,2025-09-18,532979
T002940,神戸物産株式会社,営業部,2025-12-08,6889772
T001391,(株)京都製造,経理部,2025-06-24,2187155
T000525,エービーシー商事  ,営業部,2025-03-04,3285956
T001206,西日本電気株式会社,営業部,2025-05-19,255442
T000690,兵庫食品工業株式会社  ,経理部,2025-03-31,246656
T003608,ABC商事株式会社,経理部,2026-03-03,7434673
T002284,大阪電子工業 ,経理部,2025-10-18,4118978
T002833,XYZコーポレーション  ,営業部,2025-12-11,6285862
T001678,関西エネルギー(株),サポート部,2025-07-30,629599
T002780,山陽建設株式会社,経理部,2025-11-22,158366
T000880,神戸物産 経理部,経理部,2025-04-10,4220980
T002053,株式会社 神戸物産,営業部,2025-09-08,4494895
T000670,日本化学工業（株）,営業部,2025-03-19,442747
T003706,神戸物産,サポート部,2026-03-22,4796125
T003690,神戸物産 ,営業部,2026-03-17,4897783
T000313,大阪電子工業 ,サポート部,2025-02-07,3953169
T002365,株式会社 関西エネルギー,経理部,2025-10-30,746985
T001201,大阪鉄鋼 営業部,サポート部,2025-05-26,595633
T000237,N/A,営業部,2025-01-25,172974
T001344,XYZコーポレーション,経理部,2025-06-13,4882629
T003018,兵庫食品工業,サポート部,2025-12-14,872389
T001430,株式会社 神戸物産,経理部,2025-06-29,4874748
T001757,中部不動産(株),営業部,2025-07-27,378822
T002471,中部不動産株式会社,サポート部,2025-10-27,486539
T002531,XYZコーポレーション,経理部,2025-11-14,3673902
T002932,神戸物産株式会社  ,経理部,2025-12-05,5290129
T002132,,経理部,2025-09-29,237016
T002520,エービーシー商事,サポート部,2025-11-01,6270098
T002784,四国電機 ,経理部,2025-11-01,209885
T001058,(株)全国保険 総務部,経理部,2025-04-12,124563
T001018,中部不動産 営業部,営業部,2025-04-19,261352
T003009,株式会社 阪神運輸  ,営業部,2025-12-06,869099
T001102,XYZコーポレーション,営業部,2025-05-08,1086967
T001935,中部不動産(株),サポート部,2025-08-26,219889
T000583,京都製造 (継続),サポート部,2025-03-05,4703937
T001248,兵庫食品工業(株),経理部,2025-05-14,268986
T001266,旧株式会社 北海道乳業,経理部,2025-05-13,316359
T003060,(株)東京メディカル,経理部,2025-12-27,321133
T000238,瀬戸内テクノロジー(株)  ,営業部,2025-01-31,188352
T001515,(株)北海道乳業,サポート部,2025-06-24,346918
T001028,株式会社 中部不動産 営業部,サポート部,2025-04-06,519484
T002171,東京メディカル株式会社,経理部,2025-09-01,346205
T001330,ABC商事(株),サポート部,2025-06-02,1998512
T002034,(株)大阪電子工業  ,サポート部,2025-09-28,4880750
T001984,(株)ABC商事  ,サポート部,2025-09-04,1683180
T000434,(株)北海道乳業,サポート部,2025-02-01,187608
T003153,XYZコーポレーション,経理部,2026-01-04,3136220
T000680,阪神運輸(株),サポート部,2025-03-26,719706
T003071,近畿システムズ 鈴木様,営業部,2025-12-08,90795
T001702,旧株式会社 日本化学工業,サポート部,2025-07-12,362746
T001240,株式会社 兵庫食品工業 (食品),サポート部,2025-05-30,640467
T003507,阪神運輸株式会社,営業部,2026-02-14,445902
T003055,東京メディカル(株)	,サポート部,2025-12-23,760412
T002948,神戸物産(株),経理部,2025-12-19,4407327
T002661,西日本電気(株),営業部,2025-11-11,507804
T000650,株式会社 大阪鉄鋼,経理部,2025-03-11,624627
T001814,XYZコーポレーション  ,経理部,2025-08-06,1787414
T001049,株式会社 ジャパン医薬品 渡辺さん,営業部,2025-04-08,85286
T001453,大阪鉄鋼 山田部長,営業部,2025-06-24,208418
T002644,大阪鉄鋼 ,サポート部,2025-11-02,971272
T002308,京都製造  ,営業部,2025-10-12,2087984
T003602,ABC商事,営業部,2026-03-13,2372543
T002008,XYZコーポレーション,経理部,2025-09-09,3749200
T000393,西日本電気株式会社,経理部,2025-02-20,221803
T000326,京都製造株式会社,サポート部,2025-02-15,1398072
T001054,新潟食品(株),営業部,2025-04-02,96365
T003365,ABC商事(株)  ,経理部,2026-02-09,3345884
T000028,XYZコーポレーション  ,営業部,2025-01-22,3740790
T000073,(株)京都製造,サポート部,2025-01-18,3497508
T003228,(株)神戸物産,経理部,2026-01-03,3606528
T003818,中部不動産(株),経理部,2026-03-30,836715
T000924,大阪鉄鋼株式会社,経理部,2025-04-13,793566
T002555,(株)大阪電子工業,営業部,2025-11-04,2076755
T000078,株式会社 京都製造,営業部,2025-01-23,1897383
T003146,ABC商事 ,経理部,2026-01-25,3985759
T002339,(株)神戸物産,経理部,2025-10-03,4561940
T000845,(株)大阪電子工業,営業部,2025-04-11,3210619
T003473,関西エネルギー ,営業部,2026-02-13,491438
T001319,全国保険,営業部,2025-05-18,99688
T001976,ABC商事株式会社 (物流),サポート部,2025-09-22,4220297
T000649,(株)大阪鉄鋼 (医療),経理部,2025-03-21,535110
T001380,大阪電子工業株式会社,経理部,2025-06-03,2427060
T000333,(株)京都製造,経理部,2025-02-25,985822
T000859,京都製造,営業部,2025-04-11,2573873
T003745,大阪鉄鋼株式会社,経理部,2026-03-22,607354
T000138,(株)日本化学工業,経理部,2025-01-28,397816
T003398,XYZコーポレーション,サポート部,2026-02-21,4450076
T001406,京都製造株式会社,サポート部,2025-06-16,1268148
T002847,XYZコーポレーション,サポート部,2025-12-12,6887550
T002411,阪神運輸 ,経理部,2025-10-19,744491
T000040,XYZコーポレーション  ,営業部,2025-01-15,2326143
T001244,(株)兵庫食品工業,サポート部,2025-05-04,696580
T001023,中部不動産株式会社,営業部,2025-04-10,591133
T001979,(株)ABC商事 [要確認],営業部,2025-09-28,2322616
T000724,北海道乳業  ,営業部,2025-03-12,264957
T002191,近畿システムズ (物流),営業部,2025-09-20,81552
T003023,九州自動車工業株式会社 (物流),営業部,2025-12-04,414608
T002739,北海道乳業株式会社,営業部,2025-11-01,356250
T002498,東北機械工業株式会社,営業部,2025-10-24,66693
T001994,XYZコーポレーション,営業部,2025-09-20,2346676
T002624,(株)神戸物産,営業部,2025-11-10,5797637
T000633,関西エネルギー ,経理部,2025-03-21,322382
T001491,阪神運輸株式会社  ,サポート部,2025-06-26,209852
T002936,神戸物産株式会社,経理部,2025-12-30,5594940
T003045,(不明),経理部,2025-12-19,675787
T001606,XYZコーポレーション,サポート部,2025-07-20,1077693
T002104,株式会社 西日本電気,サポート部,2025-09-25,325200
T001798,XYZコーポレーション,営業部,2025-08-25,2609112
T002446,北海道乳業(株),営業部,2025-10-16,784241
T001202,大阪鉄鋼株式会社,経理部,2025-05-21,683326
T003635,大阪電子工業株式会社 渡辺さん,サポート部,2026-03-11,6203977
T000187,(株)北海道乳業  ,経理部,2025-01-18,545658
T003752,株式会社 西日本電気,営業部,2026-03-09,702370
T000843,大阪電子工業(株),経理部,2025-04-03,4223372
T000631,関西エネルギー株式会社,経理部,2025-03-17,880136
T002342,神戸物産(株),経理部,2025-10-01,3744717
T002246,株式会社 ABC商事,サポート部,2025-10-01,1388440
T000502,旧ABC商事株式会社,営業部,2025-03-21,4870615
T003275,日本化学工業(株) 渡辺さん,サポート部,2026-01-11,400241
T000323,京都製造株式会社  ,営業部,2025-02-12,1194827
T000064,大阪電子工業,営業部,2025-01-22,4137903
T001648,京都製造株式会社,サポート部,2025-07-22,3802445
T003067,中部不動産 営業部,営業部,2025-12-05,303842
T002467,株式会社 中部不動産 (物流),サポート部,2025-10-20,443363
T001967,株式会社 ABC商事  ,経理部,2025-09-24,4911948
T000550,株式会社 大阪電子工業,経理部,2025-03-27,2155873
T000595,株式会社 京都製造,営業部,2025-03-21,1289434
T001586,株式会社ABC商事 [要確認],営業部,2025-07-20,1011566
T003377,ABC商事,サポート部,2026-02-26,3482884
T003052,東京メディカル株式会社,経理部,2025-12-28,802960
T000030,XYZコーポレーション,営業部,2025-01-28,4872456
T002083,旧関西エネルギー,経理部,2025-09-22,781395
T001875,株式会社 大阪鉄鋼,営業部,2025-08-12,592067
T002657,株式会社 西日本電気,経理部,2025-11-24,878287
T002252,XYZコーポレーション  ,経理部,2025-10-16,1449008
T001721,九州自動車工業 ,サポート部,2025-07-13,216432
T000844,大阪電子工業 ,経理部,2025-04-27,3308843
T002448,(株)北海道乳業,営業部,2025-10-26,682871
T000471,(株)山陽建設 経営企画,営業部,2025-02-11,151818
T003573,全国保険株式会社,経理部,2026-02-24,122917
T000554,大阪電子工業(株),サポート部,2025-03-12,2324046
T000350,神戸物産 ,経理部,2025-02-13,2660036
T002323,京都製造 ,経理部,2025-10-18,6382636
T002828,株式会社ABC商事,営業部,2025-12-27,5107473
T000626,関西エネルギー株式会社,営業部,2025-03-17,325785
T001448,株式会社 関西エネルギー,経理部,2025-06-13,641508
T000023,(株)ABC商事,営業部,2025-01-15,1507528
T000602,京都製造株式会社,サポート部,2025-03-07,1807732
T000464,旧(株)中部不動産,営業部,2025-02-25,364423
T002574,株式会社 大阪電子工業 (医療),営業部,2025-11-30,2023372
T000248,ジャパン医薬品(株) (物流),営業部,2025-01-13,192352
T000279,(株)ABC商事  ,サポート部,2025-02-09,2597167
T002121,株式会社 阪神運輸,営業部,2025-09-15,630305
T001827,大阪電子工業株式会社,経理部,2025-08-09,3137669
T003279,阪神運輸 ,経理部,2026-01-24,712841
T002455,北海道乳業 高橋課長,営業部,2025-10-16,570221
T001323,株式会社ABC商事,経理部,2025-06-04,3988572
T002423,株式会社 兵庫食品工業,営業部,2025-10-18,665135
T003001,日本化学工業(株),サポート部,2025-12-05,487919
T003432,京都製造株式会社 (新規),経理部,2026-02-20,2066379
T001294,株式会社 山陽建設 経営企画,営業部,2025-05-19,168367
T001041,(株)瀬戸内テクノロジー,経理部,2025-04-24,131790
T001613,XYZコーポレーション,経理部,2025-07-21,2586537
T002240,エービーシー商事,経理部,2025-10-22,6437925
T000191,北海道乳業 ,営業部,2025-01-20,783783
T003305,北海道乳業(株),サポート部,2026-01-31,475824
T001950,瀬戸内テクノロジー株式会社,経理部,2025-08-25,130790
T001686,大阪鉄鋼株式会社,サポート部,2025-07-27,375797
T001948,四国電機株式会社,サポート部,2025-08-07,66723
T001860,旧神戸物産株式会社,営業部,2025-08-05,1564480
T003069,(株)中部不動産,営業部,2025-12-23,460352
T002491,大阪ファイナンス(株),サポート部,2025-10-03,188182
T002125,(株)阪神運輸,サポート部,2025-09-22,581068
T002858,XYZコーポレーション (新規),サポート部,2025-12-27,2198667
T000952,株式会社 阪神運輸  ,経理部,2025-04-14,699135
T001103,XYZコーポレーション,経理部,2025-05-15,1831588
T002145,株式会社 九州自動車工業,サポート部,2025-09-29,224583
T000627,関西エネルギー ,サポート部,2025-03-12,518330
T003816,中部不動産 ,経理部,2026-03-12,720925
T001474,西日本電気株式会社,経理部,2025-06-19,428387
T000692,兵庫食品工業 ,営業部,2025-03-20,895575
T003140,ABC商事,サポート部,2026-01-30,4329196
T000820,XYZコーポレーション,営業部,2025-04-25,1062974
T000964,兵庫食品工業株式会社,営業部,2025-04-15,403586
T001569,大阪ファイナンス ,営業部,2025-06-29,119336
T000108,神戸物産株式会社,サポート部,2025-01-01,3969644
T001508,(株)九州自動車工業,経理部,2025-06-08,291488
T002642,(株)大阪鉄鋼,営業部,2025-11-19,576371
T001223,日本化学工業(株),サポート部,2025-05-29,652945
T000479,株式会社 大阪ファイナンス,営業部,2025-02-26,75384
T003471,株式会社 関西エネルギー  ,サポート部,2026-02-15,704281
T002575,大阪電子工業 ,営業部,2025-11-15,4269948
T002274,大阪電子工業,経理部,2025-10-05,4937329
T001646,京都製造 佐藤様,営業部,2025-07-15,1054592
T000529,XYZコーポレーション,経理部,2025-03-24,3591850
T001932,中部不動産株式会社,営業部,2025-08-21,345531
T000535,XYZコーポレーション,経理部,2025-03-07,5604927
T000478,株式会社 瀬戸内テクノロジー 田中様,営業部,2025-02-22,64827
T001426,(不明),サポート部,2025-06-26,4109225
T001111,XYZコーポレーション,営業部,2025-05-07,3991947
T001505,株式会社 兵庫食品工業,サポート部,2025-06-23,634052
T000077,京都製造株式会社  ,営業部,2025-01-11,2340959
T002742,東京メディカル ,サポート部,2025-11-26,295023
T002417,阪神運輸(株),経理部,2025-10-05,642591
T000218,中部不動産株式会社,サポート部,2025-01-22,254909
T000368,関西エネルギー ,サポート部,2025-02-19,211050
T002233,ABC商事株式会社,経理部,2025-10-11,5308720
T003352,東北機械工業株式会社  ,サポート部,2026-01-24,152999
T002958,関西エネルギー ,営業部,2025-12-31,956652
T000137,株式会社 日本化学工業,経理部,2025-01-18,707868
T003612,株式会社 ABC商事,経理部,2026-03-30,4811540
T001475,株式会社 日本化学工業,サポート部,2025-06-23,750579
T000143,(株)日本化学工業  ,サポート部,2025-01-20,616791
T002924,神戸物産(株),営業部,2025-12-25,2058044
T003339,(株)四国電機,営業部,2026-01-25,103673
T000217,中部不動産株式会社,経理部,2025-01-20,366457
T002331,京都製造(株) 経理部,営業部,2025-10-17,6408373
T001638,大阪電子工業株式会社  ,営業部,2025-07-28,4165747
T001289,東海運輸(株),営業部,2025-05-01,148225
T000316,大阪電子工業株式会社,営業部,2025-02-06,1430791
T003262,株式会社 西日本電気 田中様,営業部,2026-01-13,695842
T003282,兵庫食品工業株式会社,経理部,2026-01-29,602777
T003246,大阪鉄鋼 ,サポート部,2026-01-25,276523
T000314,株式会社 大阪電子工業,営業部,2025-02-06,953165
T003197,京都製造 ,経理部,2026-01-24,3280447
T001123,大阪電子工業(株)	,営業部,2025-05-27,1705880
T000481,大阪ファイナンス(株),経理部,2025-02-01,135297
T000863,株式会社 京都製造 [要確認],経理部,2025-04-15,3122295
T000700,兵庫食品工業株式会社,サポート部,2025-03-31,387230
T003013,兵庫食品工業(株),経理部,2025-12-14,678738
T003015,兵庫食品工業株式会社  ,経理部,2025-12-02,980473
T002391,西日本電気(株)  ,経理部,2025-10-01,983481
T003004,旧阪神運輸(株),サポート部,2025-12-11,589842
T002708,兵庫食品工業株式会社,営業部,2025-11-07,296320
T001349,XYZコーポレーション,経理部,2025-06-22,1118514
T000732,北海道乳業株式会社 佐藤様,サポート部,2025-03-02,273174
T000335,京都製造(株),営業部,2025-02-26,3392162
T000976,九州自動車工業株式会社,サポート部,2025-04-23,201429
T001744,東京メディカル株式会社 山田部長,サポート部,2025-07-20,425629
T001608,XYZコーポレーション  ,経理部,2025-07-27,939243
T003049,東京メディカル ,営業部,2025-12-02,723002
T003484,大阪鉄鋼 山田部長,営業部,2026-02-18,451713
T000076,京都製造 ,経理部,2025-01-16,3628773
T003822,中部不動産,経理部,2026-03-24,607018
T002577,株式会社 大阪電子工業  ,経理部,2025-11-27,4098785
T001080,,経理部,2025-05-06,3702364
T000963,(株)兵庫食品工業 [要確認],営業部,2025-04-29,657037
T002066,(株)神戸物産,経理部,2025-09-23,3829761
T002549,XYZコーポレーション,経理部,2025-11-25,2070408
T000247,ジャパン医薬品株式会社,サポート部,2025-01-07,61483
T003390,XYZコーポレーション,営業部,2026-02-22,2029721
T003465,神戸物産株式会社 購買部,営業部,2026-02-14,3394460
T000455,(株)中部不動産,サポート部,2025-02-03,428149
T003371,,サポート部,2026-02-18,5746261
T003567,ジャパン医薬品 (契約更新),営業部,2026-02-10,46690
T002791,ジャパン医薬品 ,サポート部,2025-11-26,241209
T002879,(株)大阪電子工業,経理部,2025-12-23,1694310
T002288,大阪電子工業(株),サポート部,2025-10-26,5498001
T001794,N/A,経理部,2025-08-31,2178868
T003299,北海道乳業  ,サポート部,2026-01-24,224177
T001024,中部不動産 ,サポート部,2025-04-07,362062
T002596,京都製造   ,経理部,2025-11-21,5498989
T003477,関西エネルギー ,経理部,2026-02-14,510477
T001955,東北機械工業 ,経理部,2025-08-15,103598
T002587,京都製造 ,サポート部,2025-11-28,5805662
T001836,株式会社 京都製造,営業部,2025-08-06,2430786
T001760,,サポート部,2025-07-04,375201
T003570,全国保険株式会社,営業部,2026-02-27,57404
T003453,株式会社 神戸物産,経理部,2026-02-07,2399733
T002883,-,経理部,2025-12-25,4380112
T001190,関西エネルギー株式会社  ,営業部,2025-05-07,578816
T001263,北海道乳業 ,営業部,2025-05-21,577392
T003438,N/A,サポート部,2026-02-10,3952441
T002876,大阪電子工業(株),営業部,2025-12-09,6631949
T000182,九州自動車工業(株),サポート部,2025-01-17,651096
T000146,日本化学工業 営業部,サポート部,2025-01-03,655052
T001039,四国電機株式会社,経理部,2025-04-04,172133
T002649,大阪鉄鋼(株),営業部,2025-11-30,762775
T001000,北海道乳業株式会社,サポート部,2025-04-25,354228
T001636,株式会社 大阪電子工業,経理部,2025-07-15,2752185
T000841,(株)大阪電子工業,サポート部,2025-04-02,1456707
T000625,関西エネルギー(株)  ,営業部,2025-03-16,932260
T001776,東北機械工業  ,経理部,2025-07-12,138920
T000212,株式会社 中部不動産 高橋課長,サポート部,2025-01-27,501022
T003021,九州自動車工業株式会社,サポート部,2025-12-31,777827
T000365,関西エネルギー,サポート部,2025-02-01,341737
T000919,大阪鉄鋼(株),サポート部,2025-04-26,303050
T003244,未設定,サポート部,2026-01-05,788440
T001741,東京メディカル株式会社,サポート部,2025-07-03,512173
T002418,兵庫食品工業株式会社,経理部,2025-10-16,680374
T000345,神戸物産 (物流),経理部,2025-02-15,4097820
T002957,関西エネルギー株式会社,経理部,2025-12-18,777411
T001857,神戸物産株式会社,サポート部,2025-08-06,2676089
T001564,瀬戸内テクノロジー ,経理部,2025-06-26,77213
T000194,北海道乳業(株) [要確認],サポート部,2025-01-03,756251
T003142,エービーシー商事,経理部,2026-01-22,1488945
T002434,九州自動車工業株式会社,営業部,2025-10-05,511306
T001334,エービーシー商事,営業部,2025-06-17,2349043
T000433,(株)九州自動車工業	,サポート部,2025-02-04,181025
T003568,東北機械工業 ,サポート部,2026-02-11,83413
T001509,(株)九州自動車工業,営業部,2025-06-18,696947
T000887,神戸物産  ,サポート部,2025-04-11,3073224
T003338,四国電機(株) 経営企画,経理部,2026-01-26,127153
T000209,株式会社 東京メディカル,サポート部,2025-01-15,791912
T001095,XYZコーポレーション,営業部,2025-05-24,2732085
T001737,東京メディカル株式会社,営業部,2025-07-18,574549
T000195,北海道乳業株式会社 (契約更新),営業部,2025-01-11,795164
T002474,(株)中部不動産 (物流),経理部,2025-10-09,551913
T000729,北海道乳業株式会社,経理部,2025-03-23,576558
T001866,神戸物産,経理部,2025-08-24,2940711
T002892,株式会社 京都製造,経理部,2025-12-20,4633986
T002900,株式会社 京都製造  ,サポート部,2025-12-12,3677889
T001119,大阪電子工業株式会社	,営業部,2025-05-18,4577882
T002285,大阪電子工業株式会社,サポート部,2025-10-20,4100005
T002959,N/A,営業部,2025-12-08,640428
T003039,北海道乳業株式会社  ,経理部,2025-12-23,657861
T001005,東京メディカル(株)  ,経理部,2025-04-02,578603
T002220,株式会社 新潟食品,営業部,2025-09-30,50002
T000277,ABC商事株式会社,経理部,2025-02-20,1442331
